weather_severity,origin_congestion,dest_congestion,carrier_ontime_rate,cargo_priority_weight,days_until_eta,route_distance_km,disruption_occurred
4.7904,2.9494,2.6543,0.6763,4,11.2575,11939.8111,0
4.718,8.7748,3.5654,0.9118,1,10.6914,11354.185,1
3.9961,5.1899,5.4557,0.688,1,24.7111,7962.7661,0
7.5618,9.9315,4.5629,0.8468,3,21.4054,8711.6373,1
4.6755,8.1016,1.1135,0.8957,2,21.4548,6991.6981,1
2.641,8.5871,7.6309,0.777,2,3.56,8677.328,1
8.9857,3.9346,7.5912,0.6989,4,27.6165,9691.5148,1
2.7816,6.7706,3.0687,0.7245,1,8.9175,4628.7327,0
3.762,1.5168,6.5694,0.7576,5,3.2469,11956.0906,0
6.313,2.2847,1.1453,0.8928,3,19.5129,2654.7709,0
7.0406,6.455,2.4958,0.8307,1,3.5215,14844.0974,1
9.4176,6.1099,9.0799,0.7951,1,14.3651,6771.5095,1
6.3248,3.9558,6.4311,0.9553,4,16.6164,3580.0561,0
3.6465,5.4894,5.1212,0.8244,1,28.5756,6855.3746,0
3.731,4.8785,4.5292,0.8173,5,7.4374,13974.6309,0
7.1201,6.0856,3.7837,0.7779,5,5.6043,10393.009,1
7.559,5.7644,4.0185,0.6295,4,5.7899,7412.5,1
4.4229,7.757,2.3171,0.9052,2,10.4944,11148.9245,0
3.2054,9.5093,7.4606,0.9381,5,24.7811,9283.2081,1
9.6485,7.5489,3.4343,0.6278,2,8.3461,4145.3806,1
4.8738,4.5798,1.4138,0.5941,3,18.3854,11282.87,0
1.4338,4.4059,5.6188,0.6243,5,12.1973,11212.9335,1
5.696,5.2379,9.8186,0.9755,3,29.184,9259.0278,1
9.0054,7.7852,7.1216,0.9004,5,11.4466,8042.0513,1
7.3655,4.7538,1.7801,0.8436,3,2.3644,8640.9703,1
7.2586,3.118,1.9135,0.6589,1,4.5178,8899.8811,1
5.2202,6.2706,8.2405,0.834,2,15.3248,7660.605,1
3.2293,9.7276,5.9593,0.551,2,5.6383,12097.0788,0
2.9356,5.5106,4.3036,0.5637,2,7.9733,1941.3895,1
1.6588,2.7536,8.3232,0.7238,2,20.6878,4720.7873,0
5.9798,1.7159,5.3653,0.6308,1,16.9287,13769.5194,1
1.3147,2.0116,6.6018,0.8159,2,3.8328,11712.6073,0
3.8818,9.1364,7.2774,0.556,1,21.0176,10014.2957,1
7.7663,1.7126,5.1662,0.9323,2,24.804,3025.3761,1
3.7802,3.1461,9.9207,0.895,5,27.3804,7473.9129,1
1.6546,3.5621,5.4353,0.7416,1,4.2934,14657.346,1
7.4398,5.972,1.0972,0.7624,5,29.0535,13638.6472,1
1.4791,6.6092,6.9111,0.8724,5,1.2804,13108.7669,0
2.8189,6.6439,6.1111,0.6002,2,5.8642,6016.3733,1
1.2251,8.7501,8.8339,0.6445,3,21.2389,8422.5747,1
7.6242,4.1527,7.4026,0.7191,3,5.2791,13099.7062,1
1.7943,2.0053,4.9299,0.7982,3,5.8031,14341.2395,0
2.5072,4.4765,7.1167,0.5947,1,12.6258,7830.2817,1
4.8971,9.3071,8.152,0.8765,4,22.3688,14319.7318,0
3.8787,3.9978,5.5648,0.9349,2,13.537,3890.9974,1
2.54,6.5331,3.6898,0.7627,3,7.0528,12928.3856,0
7.0634,4.2491,2.7765,0.8177,3,23.5999,1379.4051,1
5.0262,8.1583,1.0237,0.6642,3,5.7507,4722.5944,1
5.0192,3.0942,5.4692,0.6602,4,18.6892,1217.9101,1
6.8955,3.045,1.2133,0.7478,3,20.1365,12546.279,0
5.5894,3.8974,7.461,0.5534,4,27.1803,6907.0565,1
6.3545,4.9842,9.3686,0.6105,2,17.3765,2208.1703,1
9.17,2.1739,4.2491,0.5896,2,2.8331,3302.5241,0
9.0585,8.6485,5.8075,0.5821,5,18.2996,5776.2127,1
1.3731,3.8332,1.5953,0.7564,3,25.82,7381.9706,1
1.7984,1.4412,4.5359,0.7879,4,17.4355,13729.2082,0
9.5692,6.6768,1.8061,0.9435,3,25.0543,6993.5494,1
1.2272,6.7125,5.8872,0.5853,2,16.7299,10035.8402,1
1.562,2.1187,9.9711,0.9675,3,24.8074,5361.3891,1
8.1616,4.6191,4.9508,0.9469,5,25.9548,2374.0714,1
7.6401,1.8679,1.3511,0.6174,1,14.0457,4943.1426,0
9.0955,8.83,5.2003,0.9014,2,26.645,10149.4697,1
3.2642,9.8666,9.6153,0.6843,5,26.3453,6886.2041,1
3.9034,2.7064,2.3389,0.8216,3,19.4472,9842.8264,0
3.41,6.0763,5.2687,0.6537,5,15.4667,14687.8164,0
6.5746,8.8877,2.7116,0.8266,3,21.317,13430.363,1
2.4707,9.1103,1.2701,0.9089,2,17.6845,6312.8165,1
7.4248,8.1992,3.775,0.719,5,9.2939,2462.07,1
6.2698,3.0927,7.5055,0.7229,3,4.7953,3976.3199,1
7.5974,4.7468,5.0858,0.623,2,14.7263,5335.6095,1
3.0317,3.1121,3.8056,0.5513,4,19.2923,1319.5532,1
4.8171,3.2126,8.0159,0.6013,2,3.6641,6276.185,1
8.9401,9.8645,2.5935,0.9344,2,12.6334,12095.8093,1
4.7763,8.982,2.7546,0.7521,3,9.0022,5775.1912,1
2.0547,9.1698,6.8716,0.6849,3,26.2666,14043.2222,0
1.9473,4.0558,9.0047,0.6666,5,10.641,9802.4027,1
8.3166,6.686,5.7833,0.6817,3,11.9784,7832.1729,1
1.6713,6.6164,2.1071,0.9503,3,22.8205,9804.3797,0
3.2651,4.4866,2.6023,0.8123,5,29.7302,3016.1769,0
2.8387,2.9297,9.1667,0.8221,4,11.8651,9854.6354,1
4.2412,8.6866,1.5504,0.6891,1,8.5716,14732.7972,1
8.1724,2.9822,3.5016,0.9387,2,27.6046,13516.4299,0
9.6207,8.3149,6.0193,0.6644,2,29.9316,872.8106,1
2.2628,4.6405,3.6987,0.9681,4,16.5171,10368.04,0
9.4579,3.7768,7.703,0.9846,1,27.7066,9662.6131,0
4.7865,7.691,4.5033,0.8692,4,24.4611,9126.5276,0
7.7496,9.2182,6.4642,0.9376,2,24.1704,12039.1188,1
5.4198,9.6018,6.6594,0.7197,1,13.3175,12817.8122,1
1.7517,6.2318,1.9214,0.9462,3,1.0645,11043.6344,0
4.7378,1.0148,3.2889,0.5732,4,5.7867,13961.1601,1
4.7406,9.9553,8.7405,0.9732,2,4.2718,3003.455,1
8.9971,3.3785,7.3181,0.7911,2,11.7858,12831.771,1
7.8657,6.561,8.3297,0.8811,4,15.6524,4288.3938,0
1.5549,1.607,1.763,0.9188,2,8.4643,700.6869,0
8.5797,2.5262,7.35,0.7846,4,2.9642,14706.4562,1
2.5269,7.3417,8.5875,0.8755,5,8.9246,14641.6466,1
7.2778,2.9201,7.7817,0.7655,5,15.6114,9098.9843,0
3.8295,5.3007,5.2231,0.9111,5,25.6099,3530.1452,0
1.1428,3.8069,6.6316,0.5678,5,7.3341,4452.6173,1
1.9304,1.04,3.5267,0.9227,5,2.6146,3927.5379,0
4.9029,1.2287,2.2003,0.7064,5,19.3475,9475.0973,0
4.8298,1.1357,6.5566,0.6431,3,20.6189,13654.4251,1
9.1608,3.9399,1.737,0.6254,1,3.5695,4718.9742,1
6.9696,4.4172,8.5461,0.6757,1,16.2655,13208.5124,1
3.4968,6.2419,1.548,0.7036,5,19.3629,5163.9297,0
4.0273,8.2099,6.7682,0.7571,4,23.1498,14205.5975,1
8.4066,7.5046,4.7562,0.85,3,23.4298,5179.7852,1
5.3726,8.7374,6.0412,0.8798,3,22.0952,11373.7244,1
2.5342,9.4885,9.4439,0.8776,3,13.16,12000.0862,1
1.4624,6.937,8.2489,0.8901,2,25.7056,9040.3331,1
2.5764,3.4638,7.1709,0.9229,4,10.5049,2850.5735,0
4.5767,3.2932,8.8608,0.9681,5,18.8803,2562.0326,1
6.983,4.0548,1.3424,0.5504,5,8.6046,1800.3055,1
1.7393,2.1601,2.2915,0.7983,3,14.6238,5142.3714,0
5.8902,1.6227,9.9387,0.8473,5,26.2517,5939.1829,1
2.4492,3.5589,1.6329,0.6076,4,22.6873,815.6005,0
4.1875,1.2018,8.1154,0.64,4,3.2107,8144.546,1
5.4642,5.0394,5.6915,0.8363,3,29.9014,13449.9716,0
2.9666,5.5683,3.5817,0.8632,5,2.9127,1732.9188,0
4.4613,9.9314,2.821,0.9144,2,2.7735,12320.4277,1
1.7815,6.8509,3.2482,0.8372,4,2.5724,3120.6483,1
6.444,2.7929,3.0027,0.9507,5,2.4001,2796.0137,1
1.2827,3.1627,4.7395,0.8689,4,15.4615,7136.4358,0
3.1615,4.7443,7.8872,0.7507,3,11.3553,4832.5303,0
1.5236,3.2517,9.6646,0.5988,3,24.3718,10589.2415,1
7.9437,7.4973,1.9709,0.5722,4,19.1036,8825.8755,1
3.1154,1.4438,6.5644,0.8805,2,21.0433,3234.5878,0
1.7402,4.287,7.7069,0.5807,5,10.1321,11327.323,0
1.2055,4.3886,1.1563,0.611,4,1.412,6880.2376,1
3.8784,9.9917,7.7172,0.6807,5,14.8478,2779.2051,1
9.1402,4.7806,3.5708,0.983,3,20.1662,7070.9058,1
9.0233,5.0825,1.4908,0.8066,1,13.6667,5244.2765,1
2.5199,2.5096,1.3022,0.6507,3,15.7102,3490.5546,0
2.0049,4.3682,2.6266,0.6664,5,18.475,1727.1691,0
8.4452,6.3052,9.6478,0.9153,3,28.5993,6069.3495,1
6.6245,1.605,7.3618,0.8069,3,25.2501,6206.9642,0
9.9859,4.893,7.9071,0.6135,5,1.1712,4238.4993,1
2.5289,8.8572,9.8046,0.9367,5,11.8947,8306.0017,1
5.4434,1.084,1.6221,0.8087,4,18.3744,5526.4234,1
9.0396,3.7114,5.0628,0.5691,5,20.693,3813.3942,1
7.8289,9.5775,9.1333,0.8769,5,21.2327,1330.7883,1
6.9943,5.1528,9.1028,0.5643,4,7.9981,10665.2753,1
7.0563,1.9526,1.8797,0.842,1,22.6493,9017.3791,1
7.1671,1.7902,8.9672,0.704,3,25.4479,7573.0381,1
2.6126,5.5255,9.2943,0.9345,2,23.0481,11439.4257,1
9.092,4.0461,1.8128,0.7062,1,13.2642,13325.4239,1
5.5728,4.1277,7.6844,0.5983,3,11.5794,6530.2583,1
8.7364,4.7312,9.8719,0.9423,1,17.4045,6598.378,1
4.4921,4.666,1.1274,0.8002,3,10.0939,10586.2352,0
9.1586,2.9718,6.2831,0.7327,2,6.4336,4281.587,1
1.6718,2.3373,4.5543,0.7278,5,4.7311,14257.5321,0
4.8669,6.1076,8.611,0.9425,5,25.3457,10645.9235,1
5.3748,3.7376,5.3356,0.8816,5,19.1967,14860.8303,0
1.7675,4.8237,3.0202,0.7029,4,19.1823,4268.1262,0
6.1363,8.477,2.6488,0.8852,5,22.2215,6618.366,1
1.0389,2.0845,5.3441,0.7284,1,4.2073,6161.57,0
7.7783,1.8143,8.4295,0.9294,2,14.534,10391.5317,0
5.7175,7.0062,3.036,0.7209,4,23.8554,3019.7631,1
2.6971,4.7546,2.8548,0.8742,4,14.1884,6178.0969,0
2.4958,6.4719,3.7845,0.5785,3,26.5163,12652.391,1
2.9538,7.7004,5.219,0.5581,2,9.9476,8094.5341,1
3.7415,7.2529,4.4284,0.8792,3,4.6924,11007.0989,0
8.5515,1.7278,6.0111,0.8538,2,1.3731,4021.1048,1
1.0298,8.5876,8.7125,0.8459,5,10.5559,10159.8496,1
2.2487,1.604,4.0136,0.9541,1,21.595,1861.3654,0
5.5226,1.7074,5.3598,0.8153,2,19.4889,6646.5319,0
4.5305,7.4804,6.5501,0.7613,5,3.1355,4070.8178,0
8.6414,6.2336,3.5189,0.5545,2,29.3382,7624.3664,0
2.5573,6.9762,3.5027,0.987,2,15.2265,3671.2609,0
2.7814,7.6804,6.9414,0.6183,3,22.4495,2329.0939,1
9.5757,3.9702,5.0647,0.5932,3,2.3757,12190.4532,1
3.2457,4.3224,5.5119,0.7944,4,23.9009,2324.1241,0
4.5822,2.3659,8.6429,0.8239,5,18.5053,7757.2116,1
7.5091,9.6058,3.1416,0.7712,2,27.3704,13650.5554,0
2.0872,6.2839,4.9755,0.732,5,3.5884,6299.4016,1
8.7141,4.9642,8.5523,0.6106,2,28.8054,10695.5053,1
4.4806,8.5571,6.8996,0.8389,5,20.3259,843.6202,1
2.1794,3.7443,8.7027,0.8054,3,6.5016,12860.6292,1
7.6632,3.8786,5.3223,0.9059,4,26.0398,1613.9512,1
9.267,5.8245,4.9324,0.8251,1,23.5314,14370.9291,1
7.3633,6.2436,1.8136,0.7117,3,21.8876,11299.8073,1
2.2748,2.8746,7.2727,0.9781,3,28.8189,11473.4945,0
4.4526,1.1374,2.0532,0.8933,1,5.4728,7165.2817,0
1.9547,7.975,7.0422,0.7303,5,15.289,1103.0282,0
2.2223,7.0205,1.2616,0.9275,2,27.8661,10823.3652,0
5.9422,9.4915,2.4215,0.8837,5,18.9164,6242.2614,1
9.8065,4.9859,9.4983,0.6377,4,7.4828,11727.9994,1
9.8823,4.378,4.7847,0.5504,1,17.7999,10599.532,1
6.9342,3.9338,8.2498,0.9192,2,18.0796,7592.219,0
3.3458,8.3683,2.811,0.6574,4,8.2865,9156.3888,1
7.6843,4.0755,9.8896,0.9435,5,15.3595,14520.3502,1
1.4507,4.1841,9.713,0.7387,1,2.6859,2832.0058,1
1.8507,9.7085,8.2072,0.7359,4,4.7056,4445.7689,1
5.5755,1.4383,1.294,0.6942,1,9.8698,12816.5332,0
4.4749,8.4878,6.4756,0.7554,1,2.1857,1519.9237,1
1.5004,9.0007,1.3143,0.6422,5,28.2074,4235.6808,1
7.8245,3.0861,3.7813,0.7683,2,25.4919,11421.9434,1
6.1636,9.7248,5.9903,0.6716,2,4.1121,8201.3739,1
4.4017,1.6092,2.9713,0.5981,1,11.1544,2324.8634,1
6.7366,6.8927,7.3875,0.7077,1,4.0034,14513.8883,0
1.3766,7.8013,6.4105,0.9283,1,17.7569,2907.7558,0
1.5675,2.633,6.0825,0.8234,5,2.0542,10407.0004,0
2.2557,6.0204,7.3874,0.8489,4,12.2865,6737.9863,0
4.4852,2.4879,7.5512,0.804,3,26.9919,12644.1916,0
8.0299,8.483,1.1503,0.6435,5,24.7251,7320.5768,1
5.1502,3.6118,7.2975,0.6355,5,3.8977,3350.0169,1
7.2152,6.1163,2.8408,0.8243,4,21.4637,3115.2277,1
3.1812,2.5016,1.0397,0.6039,3,17.218,8488.5055,1
3.0094,8.8041,1.6991,0.7568,4,2.6379,6846.8479,1
8.5799,5.4396,6.3362,0.9845,5,17.0275,2454.2193,0
3.049,9.2968,5.776,0.9823,4,10.2681,6848.8736,0
5.5313,7.7716,2.6713,0.849,1,7.0672,687.9138,0
5.7688,1.9969,8.8472,0.6247,5,14.6923,13967.8245,1
4.0744,8.924,1.5773,0.9563,3,17.7094,6506.0037,1
7.2821,1.8527,7.7059,0.6892,4,11.3356,3076.6222,1
3.704,8.2609,7.1013,0.9676,5,16.4235,14754.9238,1
7.4827,6.8923,9.5333,0.8023,1,21.5087,12337.3937,1
1.9381,9.3294,8.3704,0.6885,4,14.8134,4120.0098,1
8.7814,1.6711,5.1395,0.6762,4,15.3389,1037.6196,1
6.9492,7.7582,8.6178,0.7841,5,16.7933,7808.0704,1
1.6094,6.246,3.3326,0.6924,1,6.1468,7530.5842,0
4.8549,3.2376,6.6304,0.8785,3,11.9278,10478.1838,0
7.9968,6.2028,3.1979,0.8244,3,5.0138,11654.9481,1
4.051,3.8511,8.9257,0.6984,4,25.7437,14109.2232,1
4.6219,5.8187,1.068,0.8315,2,28.8839,14932.8683,0
9.172,5.1759,4.3978,0.8426,4,23.4141,10871.2196,1
9.1835,4.4005,9.4197,0.9718,3,14.9606,10988.4163,1
9.0304,2.9404,5.2245,0.642,5,10.9917,14906.8616,1
7.8168,7.7689,7.2556,0.7318,1,17.5531,13083.3069,1
8.1687,2.3952,7.5151,0.9686,1,23.3849,10834.5085,1
9.6627,3.0063,5.5939,0.8568,4,6.3775,3989.4682,1
8.8079,1.8531,5.5162,0.6708,3,9.0679,12728.0303,1
3.8647,9.0779,8.9904,0.9532,1,8.5771,552.2026,1
4.1244,3.0219,2.8272,0.9525,5,5.3692,7385.2299,0
3.7249,6.5114,3.7752,0.7466,5,28.5855,5724.1978,0
8.4549,5.5337,7.4241,0.8379,1,6.6463,11802.1798,1
1.5371,4.7604,8.6539,0.7294,5,10.0981,4736.4964,1
3.6825,4.4794,7.167,0.7805,5,6.0703,794.1284,0
4.2535,4.9543,5.686,0.8982,3,12.4567,14027.1746,0
4.5364,1.7023,2.8212,0.5572,5,9.5119,1107.2653,1
7.698,9.707,2.3702,0.8886,2,28.3958,10664.4816,1
6.478,5.6401,8.2895,0.8945,4,9.1573,1670.6736,0
8.2631,3.1559,8.6791,0.8612,1,7.6334,1877.7506,1
7.2071,4.4937,3.1138,0.7152,2,29.5572,14580.8677,1
4.2655,3.8634,1.6513,0.8801,5,19.4342,7078.8647,0
8.6818,4.4053,2.4656,0.803,1,23.1504,2009.3333,0
3.8098,4.8429,1.3275,0.8717,4,22.6763,11226.7094,0
2.6439,4.5052,1.0551,0.7343,1,19.4771,6911.8646,0
4.0195,5.6,6.7078,0.5966,4,26.845,2444.4153,1
1.6533,1.2152,4.4998,0.7663,5,9.3488,14807.8926,0
2.9876,8.4494,9.1826,0.7395,1,26.3707,13712.0406,1
9.0722,7.9677,6.1501,0.7025,3,25.567,702.7944,0
1.609,9.325,7.1832,0.8826,5,15.9585,847.6842,1
6.929,9.9142,6.7482,0.8796,4,13.5779,1867.1459,1
3.1059,3.0014,2.7928,0.6037,1,8.387,8836.2096,1
3.2992,8.2934,2.5363,0.9544,5,21.155,4744.2485,1
2.6,1.0521,8.047,0.7734,5,3.0945,11899.0067,1
5.5811,8.7357,7.1206,0.611,4,26.3152,8439.3771,1
8.3381,4.7535,4.871,0.697,1,25.6801,11509.0315,1
3.0518,7.4121,3.507,0.9539,1,7.7188,9211.3762,0
3.2236,9.6779,7.7536,0.7108,2,15.104,9205.1342,1
8.0949,3.1574,3.0732,0.9725,3,2.3709,13732.5885,1
9.7252,8.5581,5.3365,0.7229,3,7.1041,8968.4639,1
8.5868,6.0593,4.2073,0.7808,2,7.5182,881.3568,1
3.2919,1.8643,6.0096,0.8384,2,18.1327,1178.7139,0
1.1832,9.7714,7.7855,0.6698,5,25.7933,10081.4682,1
1.2496,3.8346,6.0138,0.951,4,15.1586,2019.2036,0
5.3497,3.6005,5.2347,0.854,5,4.1094,1539.9749,0
9.4569,8.687,1.089,0.6382,3,11.3398,8154.1629,1
7.1903,9.2382,5.7696,0.695,4,22.8751,7443.5111,1
6.3899,4.6438,9.5107,0.7447,2,12.419,11079.3627,1
8.6608,8.1544,3.3698,0.6151,5,4.0631,522.7956,1
6.3479,5.5096,2.3847,0.9197,2,23.925,10336.5207,0
3.5384,3.7552,6.2278,0.8904,1,12.6625,2482.6193,0
7.377,5.3484,4.9704,0.6083,4,13.1433,4700.2018,1
1.4619,6.998,1.8878,0.6364,4,16.174,7169.0322,1
8.508,5.9813,3.2364,0.6574,4,26.7058,2772.6145,1
9.5213,3.0703,6.5195,0.555,5,23.1233,5689.4948,1
2.2208,7.2837,8.6434,0.5684,5,29.4689,3228.9873,1
6.0297,5.2119,3.1307,0.8601,1,3.6968,4182.4034,0
5.3995,7.4783,5.0977,0.6948,4,6.8495,13106.7101,0
5.1689,3.4791,6.2962,0.821,5,29.505,7152.9041,1
3.7903,8.4059,4.5042,0.9285,5,14.899,7035.4366,1
1.8468,9.3652,6.9699,0.8903,3,1.6159,7317.0587,1
4.6132,9.1354,7.5637,0.5925,1,16.0478,11314.3647,1
1.9855,7.0699,9.6974,0.6881,5,19.5347,13410.9034,0
8.6994,9.2072,8.2461,0.9451,5,20.1468,7840.6219,1
8.2169,7.0969,4.8191,0.9562,5,3.9252,5143.9829,1
3.0844,3.2252,7.8688,0.6022,3,16.6028,5311.2981,1
9.2548,4.7762,9.3974,0.5986,2,12.166,12233.6449,1
5.943,1.6001,9.7192,0.92,5,25.3619,2910.5723,1
6.0599,6.772,5.8063,0.7115,2,8.4894,14351.6099,0
6.6207,4.639,6.7436,0.6786,3,20.6442,8623.7604,0
4.3112,5.1868,3.0422,0.8607,3,7.2206,13538.4184,0
5.7665,4.3157,4.632,0.7674,4,24.8258,6810.5041,0
3.2991,5.9269,9.2977,0.592,3,1.0657,1357.0926,1
1.3259,5.0011,4.6927,0.6156,1,2.4766,6630.7267,1
1.3632,7.9186,6.4654,0.6199,4,16.1976,2839.2639,1
5.5297,9.0854,7.7424,0.6844,4,27.794,11268.2901,1
6.2982,5.3688,8.4055,0.8137,3,4.3323,12864.0971,1
5.324,2.7542,4.6994,0.8277,3,29.7618,6957.6539,0
5.5786,8.5223,8.5268,0.859,2,28.6877,7522.5668,0
1.5385,7.3077,2.6876,0.8083,2,11.2836,10852.232,1
4.8715,8.2593,5.1363,0.7956,2,21.7267,529.326,1
5.2792,9.3555,7.3058,0.6632,2,11.1556,14334.3211,0
3.6417,2.8088,1.8964,0.8501,4,14.4806,2641.0621,0
1.0054,1.9945,2.4017,0.7471,4,3.975,6734.6299,0
3.9322,4.6939,8.1708,0.6801,4,5.5612,10950.1513,1
7.188,2.8959,5.9298,0.5943,4,14.3938,2464.6544,1
8.6337,4.9456,2.2945,0.703,2,28.5719,6245.8675,1
3.0892,1.6007,5.5925,0.9881,3,26.6879,2328.6049,0
8.4355,4.4556,5.2065,0.9422,2,29.4514,1149.6464,1
6.5832,4.517,9.1724,0.6909,3,1.9516,12290.5487,1
1.582,3.3163,7.3141,0.9332,4,7.5666,13044.4934,0
7.9372,1.4988,8.3255,0.7401,4,13.6274,14567.0455,1
1.0383,3.1088,6.7143,0.6722,1,21.0566,6472.1672,0
2.9913,3.013,2.5,0.9752,4,27.4911,7262.2465,0
4.2912,9.0052,3.1578,0.9755,1,28.6536,7069.7182,1
3.0122,7.9819,4.9922,0.7955,5,12.1606,5675.0226,0
2.2004,1.9919,2.0723,0.7438,3,20.3022,14735.7719,1
9.6762,2.408,9.5164,0.5659,4,16.4165,13397.5128,1
1.8335,7.952,4.0931,0.8464,5,25.2838,14526.0785,0
4.9062,2.56,9.403,0.797,5,5.3636,6287.9361,1
1.2246,4.4459,2.6838,0.8428,1,11.6199,7497.2447,0
6.2864,7.7976,7.2531,0.7098,5,6.8219,13223.6723,0
4.0112,1.6023,9.8133,0.7499,2,8.7464,13090.3777,1
4.0081,6.8173,7.0213,0.8247,4,13.2702,2812.8022,0
3.4196,7.8696,4.5704,0.8506,1,10.2755,14108.3721,0
4.8838,4.0185,2.3605,0.6121,3,27.1855,11719.817,0
7.0886,1.853,9.9061,0.5972,5,21.0387,2933.4446,1
1.6507,6.0253,3.4522,0.8907,5,18.4316,14527.8447,0
5.0269,8.1183,3.7184,0.8431,1,24.4754,13466.5027,1
5.3878,9.3336,3.2477,0.8702,5,25.6986,5192.6426,1
6.3349,8.8536,3.9673,0.8379,5,2.2122,2250.7044,0
2.9497,7.4116,1.2265,0.9873,5,25.3266,2128.4361,0
1.434,4.3899,9.5398,0.6474,5,21.8991,10030.7231,1
6.3218,1.3423,2.6594,0.5965,2,29.9899,1909.5935,1
6.1156,4.7622,9.0074,0.9728,1,5.6621,14362.1421,1
4.8715,5.0322,4.7982,0.6636,5,4.3278,10731.9644,0
4.1204,5.7132,2.7113,0.892,1,14.2541,12226.5235,0
8.4123,8.0508,3.3711,0.9466,3,18.3657,12784.9087,1
8.7578,2.3377,3.2022,0.5848,3,22.6075,5856.9408,1
4.1856,7.4389,8.8453,0.884,4,11.2783,12834.0019,1
6.6855,2.8997,3.5687,0.8029,3,25.6316,4896.4919,0
6.1283,7.7842,3.6163,0.5942,3,11.1996,8161.2664,1
7.517,9.3886,8.8976,0.6336,2,23.297,12781.7882,0
9.9656,9.939,9.0401,0.9808,5,27.6063,6090.4479,0
2.6771,1.8886,2.9581,0.9312,3,24.6276,14020.3313,0
3.2617,5.8968,2.0671,0.8782,3,25.802,3401.1253,0
8.9606,1.3252,2.9732,0.6694,3,25.3716,10292.2692,1
5.7736,6.0814,9.3509,0.605,2,1.4402,9372.732,1
6.519,2.6,6.9787,0.8131,2,28.6043,6816.0706,0
3.1599,5.8499,1.7462,0.6266,3,7.6902,4187.5941,1
6.5172,6.466,7.7733,0.7015,3,19.4086,7319.3426,0
7.7356,9.5587,2.449,0.9732,2,26.9265,757.3448,1
5.4742,7.1015,1.2406,0.6072,3,11.5228,13755.523,1
4.4792,7.8256,3.5764,0.7501,3,20.3414,4524.8078,0
8.5505,3.5369,3.2204,0.5822,2,6.4021,3955.8339,1
8.4428,4.8807,6.9668,0.7379,4,25.8456,9738.653,1
4.7983,5.3772,7.7022,0.7571,2,22.7835,10830.2412,1
6.9568,1.5537,1.0138,0.6514,3,8.1601,7289.989,0
4.5485,8.1312,6.7817,0.7467,4,23.7896,11417.5595,1
2.6955,9.3988,9.3918,0.6127,3,7.1406,3776.6638,1
2.2054,2.1533,8.9657,0.7667,4,23.3289,7111.826,1
5.0131,4.0517,2.4837,0.5969,5,16.2407,5491.9866,0
9.4212,3.5378,3.7811,0.9879,2,21.6183,3249.2636,1
8.4439,7.4035,5.8081,0.7885,5,26.3223,3057.0169,1
7.8231,8.1624,3.5683,0.6957,5,23.3839,4075.4695,1
8.1244,3.7997,7.7753,0.5746,4,17.7106,14306.6034,1
7.1422,2.5989,4.063,0.6076,1,5.3562,14613.5608,1
4.6657,8.6696,7.4142,0.8598,4,18.1695,4702.2615,1
5.0059,5.0703,6.9806,0.58,5,15.9866,6800.515,1
7.7166,1.7059,3.0234,0.8026,5,21.8408,11813.8863,1
8.0667,2.2156,9.7513,0.6005,5,10.7242,6854.2993,1
6.693,9.6511,1.4649,0.8223,4,7.1992,7567.5278,1
4.6093,2.7703,9.2374,0.8067,3,9.4697,14419.083,1
8.9007,7.1107,6.1317,0.8615,5,19.1843,2728.6635,1
2.2163,1.3959,7.4629,0.6043,1,3.8251,4205.077,1
4.6702,4.746,1.5194,0.6302,1,10.3325,5188.7639,1
3.2802,6.2442,7.7928,0.5688,4,13.9138,9670.7646,1
9.918,1.1262,5.6013,0.5507,3,19.3037,5619.0472,1
9.1019,3.4561,6.9306,0.7629,3,26.4205,10950.0966,1
4.5467,4.1461,6.9331,0.8224,5,6.7529,1150.6694,0
2.0347,2.1187,5.1827,0.8769,1,6.2212,3648.5784,0
2.851,9.4871,3.9479,0.9656,4,11.821,6988.6858,1
4.9985,3.2562,7.4997,0.9111,4,24.1758,11651.0759,0
5.339,1.4328,6.9905,0.554,5,13.6905,1836.1792,0
9.2122,1.6751,9.0589,0.8262,5,1.8655,11933.0759,0
6.9433,6.1878,1.3171,0.9206,4,12.3981,10765.7399,0
7.8665,8.4927,3.4565,0.6167,1,14.3244,11385.1306,1
7.9124,4.3143,4.8088,0.8388,2,23.6964,11162.5205,1
4.1344,2.775,9.3721,0.9229,5,11.7797,2593.9155,1
5.7882,7.5488,9.0051,0.7654,3,22.1496,7380.9571,1
1.8425,1.4985,5.493,0.7799,2,19.9213,4814.2554,0
4.4741,9.5256,4.7368,0.8485,1,6.319,5993.7238,1
7.279,8.0981,2.8415,0.7281,2,4.1122,8810.1041,1
9.6586,4.9726,4.5502,0.6812,2,17.8227,11549.776,1
1.5727,6.4464,4.0321,0.941,4,7.3137,739.3932,0
2.8077,2.3058,9.3302,0.8987,1,11.4024,1619.697,1
5.008,5.1609,7.6687,0.9724,1,26.2618,12669.4996,0
1.8137,7.6681,4.2755,0.93,2,26.3357,10473.4849,0
6.6861,7.0374,3.2171,0.7329,2,14.9992,9614.8255,0
8.2163,3.8521,7.7437,0.7227,4,14.5956,1387.243,1
5.6515,6.2629,7.9327,0.7586,2,21.1085,13839.037,0
